Time (Day)	LVV B-X (nT)
12.69236	19826.60
12.69306	19827.10
12.69375	19827.60
12.69444	19828.00
12.69514	19827.20
12.69583	19827.80
12.69653	19827.70
12.69722	19828.10
12.69792	19828.30
12.69861	19827.70
12.69931	19827.10
12.70000	19827.50
12.70069	19827.70
12.70139	19827.40
12.70208	19827.20
12.70278	19828.20
12.70347	19827.90
12.70417	19826.80
12.70486	19827.30
12.70556	19827.10
12.70625	19827.10
12.70694	19826.70
12.70764	19826.30
12.70833	19827.20
12.70903	19827.30
12.70972	19827.40
12.71042	19826.90
12.71111	19826.80
12.71181	19826.40
12.71250	19826.40
12.71319	19826.20
12.71389	19826.30
12.71458	19826.80
12.71528	19826.90
12.71597	19827.00
12.71667	19827.10
12.71736	19827.30
12.71806	19827.60
12.71875	19827.60
12.71944	19827.50
12.72014	19827.00
12.72083	19826.90
12.72153	19828.10
12.72222	19828.10
12.72292	19827.70
12.72361	19827.60
12.72431	19828.60
12.72500	19829.10
12.72569	19828.90
12.72639	19829.10
12.72708	19829.20
12.72778	19829.30
12.72847	19829.40
12.72917	19830.70
12.72986	19830.40
12.73056	19830.50
12.73125	19830.80
12.73194	19829.80
12.73264	19830.00
12.73333	19830.20
12.73403	19829.90
12.73472	19830.00
12.73542	19830.20
12.73611	19830.30
12.73681	19830.50
12.73750	19830.90
12.73819	19830.30
12.73889	19830.50
12.73958	19830.40
12.74028	19830.60
12.74097	19829.70
12.74167	19829.50
12.74236	19829.40
12.74306	19829.50
12.74375	19830.30
12.74444	19830.60
12.74514	19830.40
12.74583	19830.00
12.74653	19829.90
12.74722	19829.60
12.74792	19829.40
12.74861	19829.20
12.74931	19829.30
12.75000	19829.00
12.75069	19828.70
12.75139	19828.80
12.75208	19828.40
12.75278	19829.30
12.75347	19828.60
12.75417	19827.90
12.75486	19828.70
12.75556	19828.40
12.75625	19828.60
12.75694	19828.20
12.75764	19828.30
12.75833	19828.50
12.75903	19828.90
12.75972	19829.10
12.76042	19829.40
12.76111	19829.70
12.76181	19830.00
12.76250	19829.80
12.76319	19829.70
12.76389	19829.40
12.76458	19830.00
12.76528	19830.30
12.76597	19829.20
12.76667	19829.40
12.76736	19828.50
12.76806	19829.10
12.76875	19828.90
12.76944	19829.70
12.77014	19829.00
12.77083	19828.90
12.77153	19829.00
12.77222	19829.10
12.77292	19829.90
12.77361	19829.60
12.77431	19829.80
12.77500	19830.50
12.77569	19831.40
12.77639	19831.40
12.77708	19831.50
12.77778	19831.70
12.77847	19831.80
12.77917	19832.00
12.77986	19832.30
12.78056	19831.50
12.78125	19831.40
12.78194	19831.90
12.78264	19832.20
12.78333	19832.20
12.78403	19833.10
12.78472	19832.60
12.78542	19832.70
12.78611	19833.30
12.78681	19833.60
12.78750	19833.50
12.78819	19833.50
12.78889	19833.70
12.78958	19833.30
12.79028	19832.70
12.79097	19832.80
12.79167	19832.50
12.79236	19832.40
12.79306	19831.80
12.79375	19831.60
12.79444	19831.90
12.79514	19832.20
12.79583	19832.40
12.79653	19832.20
12.79722	19832.30
12.79792	19832.70
12.79861	19832.30
12.79931	19832.10
12.80000	19831.80
12.80069	19831.80
12.80139	19832.50
12.80208	19832.30
12.80278	19832.30
12.80347	19832.00
12.80417	19832.30
12.80486	19832.30
12.80556	19832.40
12.80625	19832.30
12.80694	19831.80
12.80764	19832.10
12.80833	19832.00
12.80903	19831.40
12.80972	19830.70
12.81042	19831.10
12.81111	19831.30
12.81181	19831.10
12.81250	19830.20
12.81319	19829.70
12.81389	19829.90
12.81458	19830.50
12.81528	19830.90
12.81597	19830.40
12.81667	19830.50
12.81736	19830.10
12.81806	19829.90
12.81875	19829.80
12.81944	19829.70
12.82014	19830.30
12.82083	19830.50
12.82153	19830.20
12.82222	19829.50
12.82292	19830.10
12.82361	19829.90
12.82431	19830.20
12.82500	19829.50
12.82569	19830.30
12.82639	19829.40
12.82708	19829.30
12.82778	19829.70
12.82847	19829.40
12.82917	19829.20
12.82986	19828.90
12.83056	19829.30
12.83125	19829.10
12.83194	19829.40
12.83264	19828.30
12.83333	19828.40
12.83403	19828.40
12.83472	19828.40
12.83542	19828.50
12.83611	19828.30
12.83681	19828.80
12.83750	19829.30
12.83819	19828.80
12.83889	19828.60
12.83958	19829.30
12.84028	19829.70
12.84097	19829.30
12.84167	19829.10
12.84236	19829.60
12.84306	19830.30
12.84375	19830.10
12.84444	19830.80
12.84514	19831.20
12.84583	19831.20
12.84653	19831.30
12.84722	19831.30
12.84792	19831.40
12.84861	19831.80
12.84931	19832.00
12.85000	19831.90
12.85069	19831.80
12.85139	19831.60
12.85208	19831.40
12.85278	19831.30
12.85347	19831.60
12.85417	19831.20
12.85486	19831.00
12.85556	19831.10
12.85625	19831.00
12.85694	19830.50
12.85764	19830.50
12.85833	19830.90
12.85903	19830.70
12.85972	19830.10
12.86042	19830.10
12.86111	19830.50
12.86181	19830.30
12.86250	19830.10
12.86319	19830.30
12.86389	19829.10
12.86458	19830.00
12.86528	19829.20
12.86597	19829.20
12.86667	19829.90
12.86736	19829.70
12.86806	19828.90
12.86875	19828.80
12.86944	19829.30
12.87014	19829.10
12.87083	19829.40
12.87153	19829.70
12.87222	19829.50
12.87292	19829.20
12.87361	19828.90
12.87431	19829.30
12.87500	19829.60
12.87569	19829.70
12.87639	19829.70
12.87708	19829.60
12.87778	19830.00
12.87847	19829.90
12.87917	19830.90
12.87986	19832.00
12.88056	19831.70
12.88125	19832.40
12.88194	19832.20
12.88264	19831.90
12.88333	19832.00
12.88403	19831.60
12.88472	19831.30
12.88542	19831.10
12.88611	19831.40
12.88681	19831.60
12.88750	19831.40
12.88819	19831.80
12.88889	19831.70
12.88958	19831.80
12.89028	19831.70
12.89097	19831.60
12.89167	19832.00
12.89236	19832.00
12.89306	19832.50
12.89375	19832.30
12.89444	19832.10
12.89514	19832.20
12.89583	19832.50
12.89653	19832.80
12.89722	19832.20
12.89792	19832.70
12.89861	19832.80
12.89931	19832.40
12.90000	19832.60
12.90069	19832.70
12.90139	19832.80
12.90208	19832.90
12.90278	19833.20
12.90347	19833.20
12.90417	19833.20
12.90486	19833.20
12.90556	19833.30
12.90625	19833.20
12.90694	19833.10
12.90764	19833.20
12.90833	19833.70
12.90903	19833.60
12.90972	19833.70
12.91042	19834.30
12.91111	19834.60
12.91181	19834.80
12.91250	19836.00
12.91319	19836.70
12.91389	19836.80
12.91458	19837.60
12.91528	19837.30
12.91597	19837.70
12.91667	19837.90
12.91736	19837.50
12.91806	19838.20
12.91875	19838.30
12.91944	19838.10
12.92014	19837.60
12.92083	19837.40
12.92153	19837.60
12.92222	19837.30
12.92292	19837.00
12.92361	19837.40
12.92431	19837.50
12.92500	19837.40
12.92569	19837.40
12.92639	19837.30
12.92708	19837.20
12.92778	19837.00
12.92847	19837.20
12.92917	19837.40
12.92986	19837.50
12.93056	19838.30
12.93125	19839.10
12.93194	19839.60
12.93264	19840.80
12.93333	19840.60
12.93403	19841.50
12.93472	19842.00
12.93542	19842.10
12.93611	19842.80
12.93681	19842.90
12.93750	19842.30
12.93819	19842.30
12.93889	19842.80
12.93958	19842.90
12.94028	19843.00
12.94097	19842.60
12.94167	19842.40
12.94236	19842.40
12.94306	19842.30
12.94375	19842.50
12.94444	19841.80
12.94514	19841.90
12.94583	19842.00
12.94653	19841.50
12.94722	19841.40
12.94792	19841.20
12.94861	19840.80
12.94931	19840.90
12.95000	19840.40
12.95069	19839.90
12.95139	19840.10
12.95208	19840.20
12.95278	19840.30
12.95347	19839.90
12.95417	19839.90
12.95486	19840.00
12.95556	19840.00
12.95625	19839.90
12.95694	19840.30
12.95764	19840.10
12.95833	19839.80
12.95903	19839.30
12.95972	19838.90
12.96042	19838.80
12.96111	19839.00
12.96181	19838.30
12.96250	19838.10
12.96319	19837.70
12.96389	19838.10
12.96458	19837.70
12.96528	19837.40
12.96597	19837.30
12.96667	19837.50
12.96736	19837.90
12.96806	19837.80
12.96875	19837.80
12.96944	19837.60
12.97014	19837.00
12.97083	19836.90
12.97153	19836.70
12.97222	19836.70
12.97292	19836.70
12.97361	19837.00
12.97431	19837.20
12.97500	19837.50
12.97569	19837.30
12.97639	19837.30
12.97708	19837.50
12.97778	19837.90
12.97847	19837.90
12.97917	19838.00
12.97986	19838.20
12.98056	19837.40
12.98125	19837.10
12.98194	19836.80
12.98264	19837.20
12.98333	19837.10
12.98403	19836.60
12.98472	19836.30
12.98542	19836.20
12.98611	19835.70
12.98681	19836.20
12.98750	19836.10
12.98819	19836.20
12.98889	19836.00
12.98958	19836.10
12.99028	19836.10
12.99097	19836.20
12.99167	19836.10
12.99236	19836.10
12.99306	19836.10
12.99375	19836.30
12.99444	19836.00
12.99514	19836.00
12.99583	19836.50
12.99653	19836.90
12.99722	19836.50
12.99792	19836.40
12.99861	19835.60
12.99931	19835.70
13.00000	19835.60
13.00069	19835.40
13.00139	19835.40
13.00208	19835.60
13.00278	19835.40
13.00347	19835.40
13.00417	19835.80
13.00486	19835.60
13.00556	19836.00
13.00625	19835.80
13.00694	19835.50
13.00764	19835.50
13.00833	19835.00
13.00903	19835.10
13.00972	19835.10
13.01042	19835.00
13.01111	19834.90
13.01181	19835.30
13.01250	19834.90
13.01319	19835.40
13.01389	19834.90
13.01458	19835.20
13.01528	19834.70
13.01597	19834.40
13.01667	19834.60
13.01736	19835.30
13.01806	19834.50
13.01875	19835.00
13.01944	19834.80
13.02014	19834.00
13.02083	19834.60
13.02153	19834.90
13.02222	19834.60
13.02292	19834.60
13.02361	19835.00
13.02431	19834.80
13.02500	19835.00
13.02569	19834.70
13.02639	19834.50
13.02708	19834.70
13.02778	19834.60
13.02847	19834.80
13.02917	19835.00
13.02986	19834.90
13.03056	19834.60
13.03125	19834.80
13.03194	19834.60
13.03264	19834.10
13.03333	19834.10
13.03403	19834.40
13.03472	19834.10
13.03542	19834.00
13.03611	19833.70
13.03681	19834.10
13.03750	19834.90
13.03819	19835.10
13.03889	19834.80
13.03958	19834.80
13.04028	19834.40
13.04097	19834.00
13.04167	19834.60
13.04236	19834.60
13.04306	19834.50
13.04375	19834.60
13.04444	19834.30
13.04514	19834.30
13.04583	19833.80
13.04653	19833.50
13.04722	19833.50
13.04792	19833.10
13.04861	19832.90
13.04931	19833.00
13.05000	19833.00
13.05069	19832.90
13.05139	19832.70
13.05208	19832.40
13.05278	19832.90
13.05347	19833.10
13.05417	19833.10
13.05486	19832.80
13.05556	19832.40
13.05625	19832.70
13.05694	19832.80
13.05764	19833.10
13.05833	19833.10
13.05903	19833.30
13.05972	19833.50
13.06042	19833.30
13.06111	19833.60
13.06181	19833.70
13.06250	19833.70
13.06319	19833.50
13.06389	19833.40
13.06458	19833.20
13.06528	19832.80
13.06597	19832.40
13.06667	19832.30
13.06736	19832.40
13.06806	19832.30
13.06875	19832.30
13.06944	19832.40
13.07014	19831.90
13.07083	19831.90
13.07153	19832.20
13.07222	19832.30
13.07292	19832.30
13.07361	19832.40
13.07431	19832.30
13.07500	19832.60
13.07569	19832.90
13.07639	19833.20
13.07708	19833.30
13.07778	19833.50
13.07847	19833.80
13.07917	19834.10
13.07986	19834.40
13.08056	19834.30
13.08125	19834.50
13.08194	19834.30
13.08264	19834.90
13.08333	19834.50
13.08403	19835.20
13.08472	19833.90
13.08542	19833.80
13.08611	19833.40
13.08681	19833.40
13.08750	19833.70
13.08819	19833.50
13.08889	19833.50
13.08958	19833.60
13.09028	19833.30
13.09097	19832.80
13.09167	19832.30
13.09236	19833.60
13.09306	19833.90
13.09375	19834.00
13.09444	19833.80
13.09514	19834.20
13.09583	19833.90
13.09653	19834.40
13.09722	19834.30
13.09792	19834.30
13.09861	19834.20
13.09931	19834.70
13.10000	19834.90
13.10069	19834.40
13.10139	19834.50
13.10208	19834.90
13.10278	19834.50
13.10347	19834.60
13.10417	19834.40
13.10486	19834.40
13.10556	19834.40
13.10625	19834.20
13.10694	19834.20
13.10764	19834.50
13.10833	19834.80
13.10903	19834.80
13.10972	19835.20
13.11042	19834.90
13.11111	19834.80
13.11181	19834.40
13.11250	19834.20
13.11319	19834.00
13.11389	19833.90
13.11458	19833.40
13.11528	19833.50
13.11597	19833.50
13.11667	19833.10
13.11736	19833.10
13.11806	19833.10
13.11875	19833.30
13.11944	19832.80
13.12014	19832.70
13.12083	19832.80
13.12153	19832.70
13.12222	19833.00
13.12292	19833.20
13.12361	19833.10
13.12431	19833.40
13.12500	19833.50
13.12569	19834.10
13.12639	19834.30
13.12708	19834.30
13.12778	19835.00
13.12847	19834.80
13.12917	19834.50
13.12986	19834.70
13.13056	19834.20
13.13125	19834.20
13.13194	19834.20
13.13264	19834.30
13.13333	19834.00
13.13403	19833.70
13.13472	19833.70
13.13542	19833.50
13.13611	19833.60
13.13681	19833.40
13.13750	19833.30
13.13819	19833.10
13.13889	19832.90
13.13958	19832.80
13.14028	19833.00
13.14097	19832.90
13.14167	19832.60
13.14236	19832.60
13.14306	19832.70
13.14375	19832.70
13.14444	19832.90
13.14514	19832.70
13.14583	19832.70
13.14653	19833.30
13.14722	19832.70
13.14792	19832.50
13.14861	19832.20
13.14931	19832.60
13.15000	19833.00
13.15069	19832.60
13.15139	19832.60
13.15208	19832.90
13.15278	19832.80
13.15347	19833.00
13.15417	19832.90
13.15486	19832.80
13.15556	19832.80
13.15625	19832.90
13.15694	19834.30
13.15764	19833.80
13.15833	19833.70
13.15903	19834.30
13.15972	19834.00
13.16042	19834.00
13.16111	19833.80
13.16181	19833.80
13.16250	19833.40
13.16319	19833.90
13.16389	19833.90
13.16458	19832.70
13.16528	19833.30
13.16597	19833.00
13.16667	19833.40
13.16736	19832.50
13.16806	19832.80
13.16875	19832.80
13.16944	19833.00
13.17014	19833.20
13.17083	19834.20
13.17153	19834.70
13.17222	19835.80
13.17292	19836.30
13.17361	19836.80
13.17431	19836.40
13.17500	19836.80
13.17569	19836.20
13.17639	19836.40
13.17708	19836.40
13.17778	19833.70
13.17847	19833.70
13.17917	19833.70
13.17986	19833.50
13.18056	19833.60
13.18125	19833.10
13.18194	19833.50
13.18264	19834.40
13.18333	19834.40
13.18403	19834.60
13.18472	19834.60
13.18542	19835.00
13.18611	19834.60
13.18681	19834.30
13.18750	19834.30
13.18819	19834.40
13.18889	19834.60
13.18958	19835.20
13.19028	19834.90
13.19097	19834.90
13.19167	19834.90
13.19236	19835.00
13.19306	19835.80
13.19375	19836.00
13.19444	19836.80
13.19514	19836.40
13.19583	19835.70
13.19653	19835.70
13.19722	19835.40
13.19792	19836.30
13.19861	19836.40
13.19931	19836.30
13.20000	19835.40
13.20069	19835.60
13.20139	19835.50
13.20208	19835.80
13.20278	19835.60
13.20347	19836.00
13.20417	19835.90
13.20486	19835.60
13.20556	19836.00
13.20625	19836.20
13.20694	19835.50
13.20764	19835.40
13.20833	19834.70
13.20903	19835.30
13.20972	19835.50
13.21042	19835.20
13.21111	19835.30
13.21181	19835.20
13.21250	19835.30
13.21319	19836.50
13.21389	19836.00
13.21458	19835.60
13.21528	19835.90
13.21597	19835.50
13.21667	19835.40
13.21736	19835.50
13.21806	19835.60
13.21875	19834.90
13.21944	19835.30
13.22014	19835.50
13.22083	19836.20
13.22153	19835.90
13.22222	19835.60
13.22292	19835.50
13.22361	19836.30
13.22431	19836.20
13.22500	19836.20
13.22569	19836.70
13.22639	19836.60
13.22708	19836.60
13.22778	19836.40
13.22847	19836.70
13.22917	19836.80
13.22986	19836.90
13.23056	19836.70
13.23125	19836.10
13.23194	19835.90
13.23264	19836.10
13.23333	19836.70
13.23403	19836.60
13.23472	19836.60
13.23542	19836.60
13.23611	19836.60
13.23681	19837.40
13.23750	19836.80
13.23819	19837.10
13.23889	19836.40
13.23958	19836.90
13.24028	19836.70
13.24097	19837.30
13.24167	19836.90
13.24236	19836.70
13.24306	19836.10
13.24375	19836.10
13.24444	19836.30
13.24514	19836.20
13.24583	19836.50
13.24653	19837.10
13.24722	19837.10
13.24792	19837.20
13.24861	19837.10
13.24931	19837.30
13.25000	19837.40
13.25069	19837.10
13.25139	19837.20
13.25208	19837.40
13.25278	19837.30
13.25347	19837.20
13.25417	19837.50
13.25486	19837.60
13.25556	19837.80
13.25625	19837.50
13.25694	19837.50
13.25764	19837.80
13.25833	19837.70
13.25903	19837.80
13.25972	19838.20
13.26042	19838.30
13.26111	19838.50
13.26181	19838.50
13.26250	19838.40
13.26319	19838.30
13.26389	19838.40
13.26458	19838.30
13.26528	19837.70
13.26597	19838.00
13.26667	19838.50
13.26736	19838.50
13.26806	19838.30
13.26875	19838.20
13.26944	19838.60
13.27014	19838.50
13.27083	19838.40
13.27153	19838.80
13.27222	19838.80
13.27292	19839.20
13.27361	19838.90
13.27431	19839.20
13.27500	19839.50
13.27569	19839.60
13.27639	19839.90
13.27708	19840.20
13.27778	19839.90
13.27847	19840.00
13.27917	19840.10
13.27986	19840.20
13.28056	19840.60
13.28125	19840.30
13.28194	19839.90
13.28264	19840.30
13.28333	19840.10
13.28403	19840.30
13.28472	19840.20
13.28542	19839.90
13.28611	19840.40
13.28681	19840.10
13.28750	19840.40
13.28819	19840.00
13.28889	19840.50
13.28958	19840.80
13.29028	19841.30
13.29097	19840.90
13.29167	19840.90
13.29236	19840.40
13.29306	19840.30
13.29375	19840.30
13.29444	19840.90
13.29514	19840.70
13.29583	19839.60
13.29653	19839.40
13.29722	19839.60
13.29792	19839.90
13.29861	19839.40
13.29931	19839.30
13.30000	19839.30
13.30069	19840.40
13.30139	19840.90
13.30208	19840.80
13.30278	19840.30
13.30347	19839.90
13.30417	19839.30
13.30486	19839.70
13.30556	19839.30
13.30625	19839.80
13.30694	19839.80
13.30764	19839.70
13.30833	19839.60
13.30903	19839.90
13.30972	19840.00
13.31042	19840.10
13.31111	19840.40
13.31181	19840.70
13.31250	19841.10
13.31319	19841.60
13.31389	19841.30
13.31458	19841.50
13.31528	19842.10
13.31597	19842.10
13.31667	19841.90
13.31736	19841.80
13.31806	19841.60
13.31875	19841.80
13.31944	19842.00
13.32014	19841.80
13.32083	19841.70
13.32153	19842.00
13.32222	19841.70
13.32292	19842.00
13.32361	19842.00
13.32431	19842.10
13.32500	19842.40
13.32569	19842.60
13.32639	19842.60
13.32708	19841.50
13.32778	19841.70
13.32847	19841.90
13.32917	19842.00
13.32986	19841.80
13.33056	19842.00
13.33125	19842.10
13.33194	19841.90
13.33264	19841.70
13.33333	19842.00
13.33403	19842.00
13.33472	19842.30
13.33542	19841.70
13.33611	19842.00
13.33681	19842.00
13.33750	19842.90
13.33819	19843.00
13.33889	19842.90
13.33958	19842.10
13.34028	19842.40
13.34097	19842.80
13.34167	19842.40
13.34236	19842.00
13.34306	19840.70
13.34375	19840.60
13.34444	19840.30
13.34514	19840.10
13.34583	19839.50
13.34653	19839.40
13.34722	19839.80
13.34792	19839.60
13.34861	19840.00
13.34931	19839.90
13.35000	19838.80
13.35069	19838.80
13.35139	19838.70
13.35208	19838.90
13.35278	19838.80
13.35347	19838.80
13.35417	19838.50
13.35486	19838.50
13.35556	19838.20
13.35625	19838.50
13.35694	19838.70
13.35764	19838.90
13.35833	19838.60
13.35903	19838.80
13.35972	19838.40
13.36042	19837.90
13.36111	19838.00
13.36181	19837.90
13.36250	19837.60
13.36319	19837.50
13.36389	19837.60
13.36458	19837.50
13.36528	19837.70
13.36597	19837.50
13.36667	19837.60
13.36736	19836.90
13.36806	19836.70
13.36875	19837.00
13.36944	19837.70
13.37014	19837.10
13.37083	19837.70
13.37153	19836.60
13.37222	19836.20
13.37292	19836.40
13.37361	19835.80
13.37431	19835.90
13.37500	19836.30
13.37569	19835.90
13.37639	19836.00
13.37708	19836.10
13.37778	19835.90
13.37847	19836.30
13.37917	19836.20
13.37986	19835.60
13.38056	19836.10
13.38125	19836.00
13.38194	19835.50
13.38264	19835.40
13.38333	19835.50
13.38403	19835.80
13.38472	19835.10
13.38542	19834.90
13.38611	19834.80
13.38681	19835.40
13.38750	19835.50
13.38819	19834.30
13.38889	19834.00
13.38958	19834.40
13.39028	19833.90
13.39097	19834.40
13.39167	19834.70
13.39236	19835.30
13.39306	19835.60
13.39375	19835.20
13.39444	19835.10
13.39514	19834.60
13.39583	19834.80
13.39653	19834.70
13.39722	19834.30
13.39792	19834.60
13.39861	19834.80
13.39931	19834.80
13.40000	19834.80
13.40069	19835.50
13.40139	19835.70
13.40208	19835.40
13.40278	19835.50
13.40347	19835.50
13.40417	19834.70
13.40486	19834.00
13.40556	19833.60
13.40625	19834.10
13.40694	19834.10
13.40764	19834.90
13.40833	19834.40
13.40903	19834.20
13.40972	19834.60
13.41042	19833.90
13.41111	19833.70
13.41181	19833.50
13.41250	19833.70
13.41319	19833.80
13.41389	19833.60
13.41458	19833.50
13.41528	19833.50
13.41597	19832.90
13.41667	19832.70
13.41736	19832.60
13.41806	19832.50
13.41875	19831.90
13.41944	19832.00
13.42014	19832.60
13.42083	19832.80
13.42153	19832.50
13.42222	19832.90
13.42292	19832.80
13.42361	19832.70
13.42431	19832.20
13.42500	19832.60
13.42569	19832.70
13.42639	19832.90
13.42708	19832.80
13.42778	19833.50
13.42847	19833.50
13.42917	19833.50
13.42986	19833.70
13.43056	19833.40
13.43125	19833.50
13.43194	19832.70
13.43264	19832.90
13.43333	19833.10
13.43403	19832.60
13.43472	19831.80
13.43542	19831.10
13.43611	19831.10
13.43681	19831.00
13.43750	19830.70
13.43819	19829.60
13.43889	19830.30
13.43958	19830.20
13.44028	19829.60
13.44097	19829.90
13.44167	19830.60
13.44236	19829.80
13.44306	19830.10
13.44375	19830.30
13.44444	19830.20
13.44514	19830.70
13.44583	19830.90
13.44653	19830.60
13.44722	19831.00
13.44792	19831.70
13.44861	19832.10
13.44931	19831.70
13.45000	19832.20
13.45069	19831.70
13.45139	19832.00
13.45208	19832.00
13.45278	19830.60
13.45347	19831.60
13.45417	19831.60
13.45486	19831.60
13.45556	19831.20
13.45625	19831.10
13.45694	19831.30
13.45764	19831.30
13.45833	19831.20
13.45903	19830.80
13.45972	19830.90
13.46042	19830.90
13.46111	19831.20
13.46181	19831.20
13.46250	19831.40
13.46319	19832.30
13.46389	19833.10
13.46458	19834.50
13.46528	19835.80
13.46597	19836.20
13.46667	19836.20
13.46736	19836.60
13.46806	19836.40
13.46875	19836.10
13.46944	19836.20
13.47014	19836.20
13.47083	19836.80
13.47153	19836.50
13.47222	19836.70
13.47292	19836.80
13.47361	19837.10
13.47431	19836.80
13.47500	19837.20
13.47569	19836.90
13.47639	19836.00
13.47708	19835.70
13.47778	19835.70
13.47847	19835.30
13.47917	19834.70
13.47986	19834.80
13.48056	19835.50
13.48125	19835.70
13.48194	19835.10
13.48264	19835.70
13.48333	19835.90
13.48403	19835.90
13.48472	19836.30
13.48542	19835.70
13.48611	19835.50
13.48681	19836.10
13.48750	19836.10
13.48819	19837.00
13.48889	19836.60
13.48958	19836.60
13.49028	19836.20
13.49097	19836.50
13.49167	19836.70
13.49236	19837.00
13.49306	19837.20
13.49375	19837.00
13.49444	19837.30
13.49514	19837.30
13.49583	19837.40
13.49653	19838.00
13.49722	19838.10
13.49792	19837.90
13.49861	19838.20
13.49931	19838.50
13.50000	19838.30
13.50069	19838.20
13.50139	19838.40
13.50208	19838.00
13.50278	19838.10
13.50347	19838.90
13.50417	19839.50
13.50486	19839.80
13.50556	19839.70
13.50625	19839.90
13.50694	19839.10
13.50764	19839.10
13.50833	19837.40
13.50903	19837.20
13.50972	19836.90
13.51042	19837.00
13.51111	19837.50
13.51181	19838.50
13.51250	19838.90
13.51319	19838.90
13.51389	19838.90
13.51458	19838.70
13.51528	19839.40
13.51597	19838.80
13.51667	19838.30
13.51736	19838.50
13.51806	19837.40
13.51875	19837.60
13.51944	19837.60
13.52014	19837.00
13.52083	19836.90
13.52153	19837.00
13.52222	19836.10
13.52292	19835.70
13.52361	19835.50
13.52431	19835.20
13.52500	19835.60
13.52569	19835.30
13.52639	19835.30
13.52708	19835.50
13.52778	19834.80
13.52847	19835.00
13.52917	19834.90
13.52986	19834.10
13.53056	19833.80
13.53125	19833.90
13.53194	19834.10
13.53264	19833.40
13.53333	19833.40
13.53403	19834.30
13.53472	19834.30
13.53542	19834.70
13.53611	19834.30
13.53681	19834.00
13.53750	19834.20
13.53819	19834.90
13.53889	19834.10
13.53958	19834.20
13.54028	19833.20
13.54097	19832.60
13.54167	19832.90
13.54236	19833.20
13.54306	19833.50
13.54375	19833.40
13.54444	19833.20
13.54514	19832.70
13.54583	19832.40
13.54653	19832.60
13.54722	19832.60
13.54792	19832.50
13.54861	19832.10
13.54931	19832.10
13.55000	19832.30
13.55069	19832.10
13.55139	19832.30
13.55208	19831.90
13.55278	19831.40
13.55347	19831.70
13.55417	19831.70
13.55486	19831.70
13.55556	19831.60
13.55625	19831.50
13.55694	19832.30
13.55764	19832.00
13.55833	19832.30
13.55903	19832.90
13.55972	19832.70
13.56042	19832.10
13.56111	19832.20
13.56181	19831.50
13.56250	19832.00
13.56319	19832.10
13.56389	19832.00
13.56458	19831.30
13.56528	19831.50
13.56597	19831.50
13.56667	19831.70
13.56736	19831.60
13.56806	19831.90
13.56875	19831.70
13.56944	19831.70
13.57014	19831.90
13.57083	19832.10
13.57153	19832.10
13.57222	19831.60
13.57292	19831.90
13.57361	19832.20
13.57431	19831.90
13.57500	19832.20
13.57569	19832.00
13.57639	19831.40
13.57708	19831.50
13.57778	19831.50
13.57847	19831.70
13.57917	19832.00
13.57986	19832.50
13.58056	19832.10
13.58125	19831.50
13.58194	19831.50
13.58264	19832.10
13.58333	19831.70
13.58403	19831.50
13.58472	19830.40
13.58542	19830.70
13.58611	19830.90
13.58681	19831.20
13.58750	19831.10
13.58819	19830.60
13.58889	19830.80
13.58958	19831.10
13.59028	19831.10
13.59097	19831.40
13.59167	19831.80
13.59236	19832.10
13.59306	19831.60
13.59375	19831.60
13.59444	19832.50
13.59514	19832.80
13.59583	19832.50
13.59653	19832.90
13.59722	19832.90
13.59792	19832.50
13.59861	19832.60
13.59931	19831.80
13.60000	19832.20
13.60069	19832.10
13.60139	19832.10
13.60208	19832.10
13.60278	19831.90
13.60347	19832.50
13.60417	19832.50
13.60486	19832.10
13.60556	19832.60
13.60625	19832.40
13.60694	19833.00
13.60764	19833.00
13.60833	19833.00
13.60903	19832.80
13.60972	19832.80
13.61042	19832.50
13.61111	19832.70
13.61181	19833.00
13.61250	19833.10
13.61319	19832.90
13.61389	19832.70
13.61458	19832.60
13.61528	19832.60
13.61597	19832.60
13.61667	19832.80
13.61736	19832.50
13.61806	19832.30
13.61875	19832.60
13.61944	19832.80
13.62014	19832.60
13.62083	19832.60
13.62153	19832.80
13.62222	19832.60
13.62292	19832.50
13.62361	19832.10
13.62431	19832.00
13.62500	19832.20
13.62569	19832.10
13.62639	19832.70
13.62708	19832.70
13.62778	19832.90
13.62847	19832.70
13.62917	19832.20
13.62986	19832.00
13.63056	19832.20
13.63125	19833.30
13.63194	19833.20
13.63264	19832.50
13.63333	19832.60
13.63403	19833.30
13.63472	19833.50
13.63542	19833.80
13.63611	19833.40
13.63681	19833.40
13.63750	19833.60
13.63819	19833.20
13.63889	19832.80
13.63958	19833.00
13.64028	19833.30
13.64097	19833.20
13.64167	19832.90
13.64236	19832.50
13.64306	19832.80
13.64375	19833.20
13.64444	19833.00
13.64514	19833.00
13.64583	19832.70
13.64653	19832.90
13.64722	19832.90
13.64792	19833.10
13.64861	19833.10
13.64931	19833.30
13.65000	19833.20
13.65069	19833.20
13.65139	19832.70
13.65208	19832.50
13.65278	19832.80
13.65347	19832.70
13.65417	19832.70
13.65486	19832.70
13.65556	19832.40
13.65625	19832.10
13.65694	19832.70
13.65764	19832.90
13.65833	19832.40
13.65903	19832.20
13.65972	19832.30
13.66042	19832.90
13.66111	19833.00
13.66181	19832.00
13.66250	19832.10
