Time (Day)	LVV B-Y (nT)
14.05833	2201.70
14.05903	2201.50
14.05972	2201.40
14.06042	2201.90
14.06111	2202.20
14.06181	2202.40
14.06250	2202.30
14.06319	2202.60
14.06389	2202.70
14.06458	2202.90
14.06528	2202.80
14.06597	2203.20
14.06667	2202.70
14.06736	2202.30
14.06806	2202.40
14.06875	2202.20
14.06944	2202.20
14.07014	2202.20
14.07083	2201.90
14.07153	2201.50
14.07222	2201.50
14.07292	2201.60
14.07361	2201.60
14.07431	2201.70
14.07500	2201.70
14.07569	2201.60
14.07639	2201.60
14.07708	2201.50
14.07778	2201.40
14.07847	2201.30
14.07917	2201.20
14.07986	2201.30
14.08056	2201.40
14.08125	2201.40
14.08194	2201.50
14.08264	2201.50
14.08333	2201.50
14.08403	2201.60
14.08472	2201.50
14.08542	2202.00
14.08611	2202.10
14.08681	2202.10
14.08750	2201.90
14.08819	2201.60
14.08889	2201.30
14.08958	2201.90
14.09028	2201.90
14.09097	2201.10
14.09167	2200.80
14.09236	2201.00
14.09306	2201.50
14.09375	2201.60
14.09444	2202.00
14.09514	2201.60
14.09583	2201.10
14.09653	2201.30
14.09722	2201.70
14.09792	2201.70
14.09861	2202.10
14.09931	2201.90
14.10000	2202.00
14.10069	2202.30
14.10139	2202.50
14.10208	2202.60
14.10278	2202.60
14.10347	2202.40
14.10417	2202.50
14.10486	2202.30
14.10556	2202.50
14.10625	2202.40
14.10694	2202.00
14.10764	2201.90
14.10833	2201.90
14.10903	2201.80
14.10972	2201.80
14.11042	2201.90
14.11111	2201.40
14.11181	2200.70
14.11250	2200.40
14.11319	2200.10
14.11389	2200.20
14.11458	2200.20
14.11528	2200.30
14.11597	2200.30
14.11667	2200.00
14.11736	2199.70
14.11806	2199.70
14.11875	2199.60
14.11944	2199.60
14.12014	2199.70
14.12083	2199.60
14.12153	2199.70
14.12222	2199.80
14.12292	2199.90
14.12361	2200.30
14.12431	2200.40
14.12500	2200.50
14.12569	2200.70
14.12639	2200.60
14.12708	2200.70
14.12778	2200.40
14.12847	2200.30
14.12917	2200.30
14.12986	2200.10
14.13056	2200.30
14.13125	2200.10
14.13194	2200.10
14.13264	2199.90
14.13333	2199.60
14.13403	2199.60
14.13472	2200.00
14.13542	2200.10
14.13611	2200.10
14.13681	2200.10
14.13750	2200.10
14.13819	2200.10
14.13889	2200.50
14.13958	2200.70
14.14028	2201.00
14.14097	2201.10
14.14167	2201.30
14.14236	2201.40
14.14306	2201.30
14.14375	2201.50
14.14444	2201.40
14.14514	2201.50
14.14583	2201.50
14.14653	2201.50
14.14722	2201.30
14.14792	2201.50
14.14861	2201.50
14.14931	2201.70
14.15000	2201.70
14.15069	2201.60
14.15139	2201.30
14.15208	2201.40
14.15278	2201.50
14.15347	2201.80
14.15417	2201.90
14.15486	2201.90
14.15556	2202.10
14.15625	2202.00
14.15694	2202.10
14.15764	2202.20
14.15833	2202.50
14.15903	2202.60
14.15972	2202.90
14.16042	2203.20
14.16111	2203.60
14.16181	2203.80
14.16250	2204.10
14.16319	2204.30
14.16389	2204.30
14.16458	2202.60
14.16528	2203.20
14.16597	2202.30
14.16667	2202.20
14.16736	2200.70
14.16806	2200.60
14.16875	2201.20
14.16944	2201.10
14.17014	2201.20
14.17083	2201.60
14.17153	2202.90
14.17222	2201.70
14.17292	2202.40
14.17361	2202.90
14.17431	2203.10
14.17500	2203.10
14.17569	2203.30
14.17639	2203.80
14.17708	2204.60
14.17778	2204.70
14.17847	2203.40
14.17917	2204.30
14.17986	2204.60
14.18056	2205.60
14.18125	2206.30
14.18194	2206.10
14.18264	2206.40
14.18333	2205.60
14.18403	2206.40
14.18472	2206.40
14.18542	2206.50
14.18611	2206.20
14.18681	2206.00
14.18750	2206.10
14.18819	2206.10
14.18889	2206.00
14.18958	2205.80
14.19028	2205.60
14.19097	2205.30
14.19167	2204.90
14.19236	2204.80
14.19306	2204.80
14.19375	2205.10
14.19444	2205.20
14.19514	2204.90
14.19583	2204.80
14.19653	2204.90
14.19722	2205.30
14.19792	2205.90
14.19861	2206.00
14.19931	2206.10
14.20000	2206.30
14.20069	2206.30
14.20139	2206.60
14.20208	2206.60
14.20278	2207.20
14.20347	2207.50
14.20417	2207.50
14.20486	2207.80
14.20556	2208.30
14.20625	2208.50
14.20694	2208.40
14.20764	2208.20
14.20833	2207.70
14.20903	2207.90
14.20972	2207.90
14.21042	2207.60
14.21111	2207.20
14.21181	2207.00
14.21250	2206.80
14.21319	2207.00
14.21389	2207.30
14.21458	2207.30
14.21528	2207.20
14.21597	2207.20
14.21667	2207.00
14.21736	2207.30
14.21806	2207.10
14.21875	2206.90
14.21944	2206.90
14.22014	2207.00
14.22083	2207.30
14.22153	2207.70
14.22222	2207.40
14.22292	2207.30
14.22361	2207.50
14.22431	2207.40
14.22500	2207.20
14.22569	2207.20
14.22639	2207.30
14.22708	2207.70
14.22778	2207.70
14.22847	2208.00
14.22917	2208.30
14.22986	2208.40
14.23056	2208.20
14.23125	2208.10
14.23194	2208.10
14.23264	2208.20
14.23333	2208.90
14.23403	2209.10
14.23472	2209.20
14.23542	2209.20
14.23611	2209.20
14.23681	2209.20
14.23750	2209.30
14.23819	2209.30
14.23889	2209.50
14.23958	2209.80
14.24028	2209.90
14.24097	2209.90
14.24167	2210.00
14.24236	2210.00
14.24306	2210.10
14.24375	2210.20
14.24444	2209.70
14.24514	2209.60
14.24583	2209.50
14.24653	2209.50
14.24722	2209.30
14.24792	2209.20
14.24861	2209.00
14.24931	2208.90
14.25000	2209.00
14.25069	2209.00
14.25139	2209.20
14.25208	2209.10
14.25278	2209.00
14.25347	2209.10
14.25417	2209.30
14.25486	2209.30
14.25556	2209.30
14.25625	2209.50
14.25694	2209.40
14.25764	2209.40
14.25833	2209.40
14.25903	2209.50
14.25972	2209.70
14.26042	2210.20
14.26111	2210.40
14.26181	2210.60
14.26250	2210.20
14.26319	2210.00
14.26389	2210.00
14.26458	2210.70
14.26528	2210.70
14.26597	2211.00
14.26667	2211.30
14.26736	2211.30
14.26806	2211.40
14.26875	2211.50
14.26944	2211.60
14.27014	2211.60
14.27083	2211.60
14.27153	2211.80
14.27222	2212.20
14.27292	2212.60
14.27361	2212.80
14.27431	2212.60
14.27500	2212.50
14.27569	2212.20
14.27639	2211.70
14.27708	2211.20
14.27778	2211.20
14.27847	2211.50
14.27917	2211.40
14.27986	2211.20
14.28056	2211.10
14.28125	2211.50
14.28194	2211.40
14.28264	2211.50
14.28333	2211.50
14.28403	2211.70
14.28472	2211.70
14.28542	2211.80
14.28611	2211.60
14.28681	2211.50
14.28750	2211.60
14.28819	2211.40
14.28889	2211.20
14.28958	2211.60
14.29028	2212.00
14.29097	2212.10
14.29167	2212.30
14.29236	2212.20
14.29306	2212.10
14.29375	2212.00
14.29444	2212.30
14.29514	2212.40
14.29583	2212.20
14.29653	2212.00
14.29722	2211.60
14.29792	2211.70
14.29861	2212.00
14.29931	2212.40
14.30000	2212.40
14.30069	2212.40
14.30139	2212.60
14.30208	2213.00
14.30278	2212.90
14.30347	2212.80
14.30417	2212.80
14.30486	2212.70
14.30556	2212.60
14.30625	2212.50
14.30694	2212.50
14.30764	2212.20
14.30833	2212.00
14.30903	2212.20
14.30972	2212.10
14.31042	2212.10
14.31111	2212.50
14.31181	2212.70
14.31250	2212.40
14.31319	2211.90
14.31389	2212.00
14.31458	2212.00
14.31528	2211.90
14.31597	2212.00
14.31667	2212.50
14.31736	2212.70
14.31806	2212.70
14.31875	2212.80
14.31944	2212.50
14.32014	2212.60
14.32083	2212.20
14.32153	2212.00
14.32222	2211.80
14.32292	2211.50
14.32361	2211.50
14.32431	2212.70
14.32500	2212.70
14.32569	2212.50
14.32639	2212.30
14.32708	2212.10
14.32778	2212.50
14.32847	2212.80
14.32917	2212.70
14.32986	2212.70
14.33056	2212.70
14.33125	2212.70
14.33194	2212.80
14.33264	2212.40
14.33333	2212.10
14.33403	2211.80
14.33472	2211.50
14.33542	2211.90
14.33611	2211.90
14.33681	2211.90
14.33750	2212.10
14.33819	2212.20
14.33889	2212.10
14.33958	2211.60
14.34028	2211.40
14.34097	2211.80
14.34167	2211.70
14.34236	2211.20
14.34306	2211.30
14.34375	2211.30
14.34444	2210.90
14.34514	2210.50
14.34583	2210.30
14.34653	2210.20
14.34722	2210.10
14.34792	2210.10
14.34861	2210.60
14.34931	2210.70
14.35000	2210.80
14.35069	2211.60
14.35139	2211.60
14.35208	2210.70
14.35278	2210.50
14.35347	2209.20
14.35417	2208.90
14.35486	2209.40
14.35556	2209.90
14.35625	2210.50
14.35694	2210.60
14.35764	2210.60
14.35833	2210.60
14.35903	2210.40
14.35972	2209.80
14.36042	2209.00
14.36111	2208.50
14.36181	2208.20
14.36250	2208.00
14.36319	2207.30
14.36389	2206.50
14.36458	2206.10
14.36528	2206.00
14.36597	2205.80
14.36667	2205.80
14.36736	2205.60
14.36806	2205.50
14.36875	2205.20
14.36944	2205.10
14.37014	2205.20
14.37083	2204.90
14.37153	2204.70
14.37222	2204.80
14.37292	2204.10
14.37361	2203.70
14.37431	2203.80
14.37500	2204.20
14.37569	2204.40
14.37639	2204.50
14.37708	2204.50
14.37778	2204.30
14.37847	2203.50
14.37917	2203.40
14.37986	2203.60
14.38056	2203.40
14.38125	2203.70
14.38194	2203.70
14.38264	2203.80
14.38333	2203.70
14.38403	2203.80
14.38472	2203.40
14.38542	2203.10
14.38611	2203.00
14.38681	2202.90
14.38750	2202.70
14.38819	2202.40
14.38889	2202.70
14.38958	2203.00
14.39028	2203.10
14.39097	2203.00
14.39167	2203.00
14.39236	2203.30
14.39306	2203.70
14.39375	2203.70
14.39444	2203.30
14.39514	2203.10
14.39583	2202.40
14.39653	2202.40
14.39722	2202.80
14.39792	2202.50
14.39861	2202.40
14.39931	2202.20
14.40000	2201.90
14.40069	2201.20
14.40139	2201.40
14.40208	2202.10
14.40278	2202.00
14.40347	2201.80
14.40417	2201.30
14.40486	2200.90
14.40556	2200.50
14.40625	2200.30
14.40694	2200.60
14.40764	2200.80
14.40833	2200.80
14.40903	2200.50
14.40972	2200.50
14.41042	2200.60
14.41111	2200.50
14.41181	2200.60
14.41250	2200.50
14.41319	2200.70
14.41389	2201.00
14.41458	2200.60
14.41528	2200.40
14.41597	2200.30
14.41667	2200.80
14.41736	2201.40
14.41806	2201.50
14.41875	2200.90
14.41944	2200.00
14.42014	2200.00
14.42083	2200.40
14.42153	2200.80
14.42222	2201.00
14.42292	2201.50
14.42361	2201.40
14.42431	2201.00
14.42500	2201.30
14.42569	2201.70
14.42639	2201.90
14.42708	2202.10
14.42778	2202.60
14.42847	2203.30
14.42917	2204.20
14.42986	2204.20
14.43056	2204.10
14.43125	2204.10
14.43194	2203.20
14.43264	2201.70
14.43333	2200.60
14.43403	2200.00
14.43472	2199.10
14.43542	2198.80
14.43611	2198.30
14.43681	2197.40
14.43750	2196.70
14.43819	2196.10
14.43889	2195.60
14.43958	2195.30
14.44028	2195.00
14.44097	2194.80
14.44167	2194.90
14.44236	2195.20
14.44306	2194.60
14.44375	2194.40
14.44444	2194.30
14.44514	2194.40
14.44583	2194.50
14.44653	2194.30
14.44722	2193.80
14.44792	2193.80
14.44861	2193.90
14.44931	2194.10
14.45000	2194.10
14.45069	2194.20
14.45139	2193.90
14.45208	2193.50
14.45278	2193.30
14.45347	2193.10
14.45417	2192.30
14.45486	2192.20
14.45556	2192.20
14.45625	2192.40
14.45694	2192.20
14.45764	2192.00
14.45833	2191.70
14.45903	2191.60
14.45972	2191.30
14.46042	2191.40
14.46111	2191.70
14.46181	2191.80
14.46250	2191.90
14.46319	2192.00
14.46389	2192.60
14.46458	2192.60
14.46528	2192.50
14.46597	2193.10
14.46667	2192.20
14.46736	2191.70
14.46806	2191.50
14.46875	2191.80
14.46944	2191.10
14.47014	2190.70
14.47083	2190.70
14.47153	2190.70
14.47222	2191.00
14.47292	2190.70
14.47361	2190.30
14.47431	2189.90
14.47500	2190.00
14.47569	2190.00
14.47639	2189.90
14.47708	2189.60
14.47778	2189.20
14.47847	2188.50
14.47917	2187.50
14.47986	2186.30
14.48056	2185.70
14.48125	2185.10
14.48194	2184.40
14.48264	2184.90
14.48333	2185.00
14.48403	2185.40
14.48472	2186.00
14.48542	2185.40
14.48611	2183.40
14.48681	2180.50
14.48750	2179.20
14.48819	2178.70
14.48889	2177.80
14.48958	2177.10
14.49028	2177.50
14.49097	2177.80
14.49167	2178.30
14.49236	2178.90
14.49306	2179.70
14.49375	2179.10
14.49444	2179.10
14.49514	2179.10
14.49583	2179.70
14.49653	2181.20
14.49722	2182.40
14.49792	2183.60
14.49861	2184.50
14.49931	2184.90
14.50000	2184.60
14.50069	2184.20
14.50139	2183.90
14.50208	2183.80
14.50278	2184.20
14.50347	2184.00
14.50417	2183.60
14.50486	2183.40
14.50556	2183.90
14.50625	2183.80
14.50694	2184.40
14.50764	2185.20
14.50833	2185.80
14.50903	2185.80
14.50972	2184.50
14.51042	2183.50
14.51111	2183.80
14.51181	2184.10
14.51250	2183.60
14.51319	2183.10
14.51389	2183.00
14.51458	2182.70
14.51528	2182.40
14.51597	2183.10
14.51667	2183.80
14.51736	2183.70
14.51806	2183.10
14.51875	2182.50
14.51944	2181.90
14.52014	2181.60
14.52083	2181.50
14.52153	2181.70
14.52222	2182.30
14.52292	2182.20
14.52361	2182.40
14.52431	2182.20
14.52500	2181.90
14.52569	2181.90
14.52639	2181.50
14.52708	2181.00
14.52778	2180.80
14.52847	2180.50
14.52917	2181.40
14.52986	2181.90
14.53056	2181.90
14.53125	2182.10
14.53194	2181.90
14.53264	2181.90
14.53333	2181.40
14.53403	2181.10
14.53472	2181.00
14.53542	2181.30
14.53611	2181.90
14.53681	2182.20
14.53750	2182.00
14.53819	2181.50
14.53889	2181.30
14.53958	2181.30
14.54028	2180.90
14.54097	2180.80
14.54167	2180.90
14.54236	2181.00
14.54306	2181.20
14.54375	2181.90
14.54444	2182.10
14.54514	2182.40
14.54583	2182.50
14.54653	2182.20
14.54722	2182.80
14.54792	2183.30
14.54861	2183.80
14.54931	2184.00
14.55000	2184.20
14.55069	2184.50
14.55139	2185.00
14.55208	2185.30
14.55278	2185.70
14.55347	2185.80
14.55417	2186.10
14.55486	2186.70
14.55556	2186.80
14.55625	2187.10
14.55694	2187.30
14.55764	2187.20
14.55833	2187.00
14.55903	2186.80
14.55972	2186.40
14.56042	2186.30
14.56111	2187.00
14.56181	2187.20
14.56250	2187.40
14.56319	2187.40
14.56389	2187.40
14.56458	2187.90
14.56528	2188.40
14.56597	2188.70
14.56667	2189.00
14.56736	2189.70
14.56806	2190.10
14.56875	2190.00
14.56944	2189.90
14.57014	2189.90
14.57083	2189.80
14.57153	2189.70
14.57222	2189.70
14.57292	2189.70
14.57361	2189.80
14.57431	2189.80
14.57500	2189.80
14.57569	2190.00
14.57639	2190.00
14.57708	2189.60
14.57778	2189.30
14.57847	2189.10
14.57917	2188.70
14.57986	2188.30
14.58056	2188.10
14.58125	2188.00
14.58194	2187.70
14.58264	2187.50
14.58333	2187.20
14.58403	2186.90
14.58472	2186.70
14.58542	2186.80
14.58611	2186.60
14.58681	2186.60
14.58750	2186.70
14.58819	2186.70
14.58889	2186.50
14.58958	2186.50
14.59028	2186.10
14.59097	2186.20
14.59167	2186.50
14.59236	2186.70
14.59306	2186.90
14.59375	2187.10
14.59444	2187.40
14.59514	2187.30
14.59583	2187.60
14.59653	2187.70
14.59722	2187.80
14.59792	2187.80
14.59861	2187.10
14.59931	2186.90
14.60000	2186.90
14.60069	2187.20
14.60139	2187.00
14.60208	2187.00
14.60278	2187.20
14.60347	2187.70
14.60417	2187.80
14.60486	2187.70
14.60556	2187.70
14.60625	2187.30
14.60694	2187.30
14.60764	2187.40
14.60833	2187.40
14.60903	2187.60
14.60972	2187.60
14.61042	2187.90
14.61111	2188.10
14.61181	2188.10
14.61250	2188.10
14.61319	2188.30
14.61389	2188.40
14.61458	2188.40
14.61528	2188.10
14.61597	2188.00
14.61667	2187.80
14.61736	2187.40
14.61806	2187.50
14.61875	2187.00
14.61944	2186.40
14.62014	2186.50
14.62083	2186.40
14.62153	2185.90
14.62222	2186.30
14.62292	2186.30
14.62361	2186.00
14.62431	2185.60
14.62500	2185.00
14.62569	2184.50
14.62639	2184.10
14.62708	2184.20
14.62778	2184.60
14.62847	2184.90
14.62917	2185.10
14.62986	2185.30
14.63056	2184.70
14.63125	2184.20
14.63194	2184.30
14.63264	2184.50
14.63333	2184.30
14.63403	2184.30
14.63472	2184.80
14.63542	2184.80
14.63611	2184.40
14.63681	2183.90
14.63750	2183.60
14.63819	2183.20
14.63889	2182.80
14.63958	2182.80
14.64028	2182.70
14.64097	2182.30
14.64167	2182.00
14.64236	2181.50
14.64306	2181.30
14.64375	2181.40
14.64444	2181.30
14.64514	2181.10
14.64583	2181.20
14.64653	2181.30
14.64722	2181.30
14.64792	2181.60
14.64861	2181.80
14.64931	2182.50
14.65000	2182.90
14.65069	2183.40
14.65139	2184.20
14.65208	2184.30
14.65278	2184.50
14.65347	2184.70
14.65417	2184.90
14.65486	2185.00
14.65556	2184.50
14.65625	2184.10
14.65694	2183.80
14.65764	2183.60
14.65833	2183.50
14.65903	2183.40
14.65972	2183.90
14.66042	2184.20
14.66111	2184.30
14.66181	2184.60
14.66250	2184.90
14.66319	2185.00
14.66389	2185.50
14.66458	2185.80
14.66528	2186.10
14.66597	2186.20
14.66667	2186.40
14.66736	2186.50
14.66806	2186.50
14.66875	2186.90
14.66944	2186.90
14.67014	2187.10
14.67083	2187.20
14.67153	2187.30
14.67222	2188.00
14.67292	2187.80
14.67361	2188.00
14.67431	2188.70
14.67500	2189.20
14.67569	2189.30
14.67639	2190.00
14.67708	2190.40
14.67778	2190.90
14.67847	2190.90
14.67917	2191.10
14.67986	2191.30
14.68056	2191.50
14.68125	2191.90
14.68194	2191.40
14.68264	2191.10
14.68333	2191.20
14.68403	2192.00
14.68472	2192.00
14.68542	2192.40
14.68611	2192.70
14.68681	2193.60
14.68750	2193.80
14.68819	2194.20
14.68889	2194.40
14.68958	2194.70
14.69028	2194.80
14.69097	2195.10
14.69167	2195.30
14.69236	2195.40
14.69306	2195.60
14.69375	2195.80
14.69444	2196.00
14.69514	2196.60
14.69583	2196.30
14.69653	2196.50
14.69722	2196.20
14.69792	2196.60
14.69861	2197.20
14.69931	2196.80
14.70000	2196.30
14.70069	2196.10
14.70139	2195.90
14.70208	2195.80
14.70278	2195.70
14.70347	2195.30
14.70417	2195.10
14.70486	2195.00
14.70556	2194.80
14.70625	2194.80
14.70694	2194.80
14.70764	2194.90
14.70833	2194.80
14.70903	2194.80
14.70972	2194.90
14.71042	2194.80
14.71111	2195.10
14.71181	2194.90
14.71250	2195.00
14.71319	2195.50
14.71389	2195.50
14.71458	2196.00
14.71528	2196.60
14.71597	2197.10
14.71667	2197.30
14.71736	2197.20
14.71806	2197.20
14.71875	2197.50
14.71944	2197.30
14.72014	2197.30
14.72083	2197.10
14.72153	2196.60
14.72222	2196.30
14.72292	2195.60
14.72361	2194.90
14.72431	2194.60
14.72500	2194.20
14.72569	2193.70
14.72639	2193.80
14.72708	2193.70
14.72778	2193.70
14.72847	2193.70
14.72917	2194.10
14.72986	2195.40
14.73056	2196.70
14.73125	2197.90
14.73194	2198.40
14.73264	2198.30
14.73333	2199.40
14.73403	2201.10
14.73472	2202.00
14.73542	2202.80
14.73611	2202.90
14.73681	2202.10
14.73750	2201.00
14.73819	2199.90
14.73889	2199.60
14.73958	2199.60
14.74028	2199.70
14.74097	2200.20
14.74167	2201.40
14.74236	2201.30
14.74306	2202.10
14.74375	2202.20
14.74444	2202.60
14.74514	2201.20
14.74583	2200.00
14.74653	2199.00
14.74722	2198.40
14.74792	2197.90
14.74861	2198.10
14.74931	2198.70
14.75000	2198.40
14.75069	2198.50
14.75139	2198.60
14.75208	2199.10
14.75278	2199.30
14.75347	2199.20
14.75417	2199.50
14.75486	2199.30
14.75556	2199.10
14.75625	2199.10
14.75694	2199.10
14.75764	2199.10
14.75833	2199.30
14.75903	2199.80
14.75972	2200.40
14.76042	2201.10
14.76111	2201.70
14.76181	2202.50
14.76250	2203.40
14.76319	2203.80
14.76389	2204.30
14.76458	2204.70
14.76528	2204.50
14.76597	2204.20
14.76667	2204.00
14.76736	2203.60
14.76806	2203.50
14.76875	2203.50
14.76944	2203.80
14.77014	2203.50
14.77083	2203.40
14.77153	2203.10
14.77222	2203.30
14.77292	2203.70
14.77361	2204.40
14.77431	2205.40
14.77500	2205.70
14.77569	2205.80
14.77639	2206.50
14.77708	2206.70
14.77778	2207.60
14.77847	2208.50
14.77917	2208.90
14.77986	2209.00
14.78056	2209.00
14.78125	2209.20
14.78194	2209.40
14.78264	2209.70
14.78333	2209.30
14.78403	2209.30
14.78472	2208.90
14.78542	2208.90
14.78611	2208.70
14.78681	2208.70
14.78750	2208.70
14.78819	2208.50
14.78889	2208.30
14.78958	2207.90
14.79028	2208.30
14.79097	2208.50
14.79167	2208.70
14.79236	2208.50
14.79306	2208.00
14.79375	2207.70
14.79444	2207.90
14.79514	2208.60
14.79583	2208.80
14.79653	2208.80
14.79722	2208.90
14.79792	2209.40
14.79861	2210.00
14.79931	2210.80
14.80000	2210.70
14.80069	2211.20
14.80139	2211.80
14.80208	2212.30
14.80278	2212.10
14.80347	2212.10
14.80417	2212.20
14.80486	2212.10
14.80556	2212.30
14.80625	2211.80
14.80694	2211.00
14.80764	2210.70
14.80833	2210.20
14.80903	2209.60
14.80972	2209.50
14.81042	2209.20
14.81111	2208.90
14.81181	2208.70
14.81250	2208.80
14.81319	2208.80
14.81389	2208.40
14.81458	2208.20
14.81528	2208.10
14.81597	2208.20
14.81667	2208.80
14.81736	2209.10
14.81806	2209.00
14.81875	2208.60
14.81944	2208.40
14.82014	2208.30
14.82083	2208.50
14.82153	2208.30
14.82222	2207.60
14.82292	2208.10
14.82361	2207.20
14.82431	2207.70
14.82500	2208.10
14.82569	2208.70
14.82639	2209.10
14.82708	2209.20
14.82778	2210.40
14.82847	2211.20
14.82917	2211.60
14.82986	2212.00
14.83056	2212.30
14.83125	2212.10
14.83194	2212.30
14.83264	2212.70
14.83333	2213.50
14.83403	2213.90
14.83472	2214.50
14.83542	2215.30
14.83611	2216.10
14.83681	2216.60
14.83750	2217.20
14.83819	2217.00
14.83889	2216.80
14.83958	2217.40
14.84028	2217.60
14.84097	2218.00
14.84167	2218.20
14.84236	2218.00
14.84306	2218.00
14.84375	2218.10
14.84444	2217.80
14.84514	2217.30
14.84583	2217.40
14.84653	2217.50
14.84722	2217.40
14.84792	2216.40
14.84861	2216.10
14.84931	2216.10
14.85000	2215.50
14.85069	2214.90
14.85139	2215.10
14.85208	2215.80
14.85278	2215.20
14.85347	2215.40
14.85417	2215.10
14.85486	2214.40
14.85556	2214.60
14.85625	2214.60
14.85694	2214.80
14.85764	2215.30
14.85833	2215.80
14.85903	2215.80
14.85972	2215.70
14.86042	2215.60
14.86111	2215.40
14.86181	2215.20
14.86250	2215.10
14.86319	2215.30
14.86389	2215.40
14.86458	2215.40
14.86528	2215.90
14.86597	2216.20
14.86667	2216.10
14.86736	2215.70
14.86806	2216.10
14.86875	2216.30
14.86944	2216.40
14.87014	2216.80
14.87083	2217.40
14.87153	2217.70
14.87222	2218.00
14.87292	2218.10
14.87361	2218.20
14.87431	2218.00
14.87500	2218.10
14.87569	2217.70
14.87639	2217.30
14.87708	2217.10
14.87778	2217.20
14.87847	2217.50
14.87917	2217.80
14.87986	2218.00
14.88056	2218.10
14.88125	2218.00
14.88194	2218.00
14.88264	2218.10
14.88333	2218.20
14.88403	2218.00
14.88472	2218.20
14.88542	2218.40
14.88611	2218.60
14.88681	2218.80
14.88750	2219.10
14.88819	2219.10
14.88889	2219.10
14.88958	2219.20
14.89028	2219.30
14.89097	2219.30
14.89167	2219.50
14.89236	2219.40
14.89306	2219.10
14.89375	2218.80
14.89444	2218.50
14.89514	2218.70
14.89583	2218.80
14.89653	2219.30
14.89722	2220.20
14.89792	2220.80
14.89861	2221.20
14.89931	2221.60
14.90000	2222.20
14.90069	2222.60
14.90139	2223.00
14.90208	2223.40
14.90278	2223.70
14.90347	2224.40
14.90417	2224.80
14.90486	2225.00
14.90556	2224.80
14.90625	2225.20
14.90694	2225.60
14.90764	2225.90
14.90833	2226.00
14.90903	2225.70
14.90972	2225.40
14.91042	2225.10
14.91111	2225.20
14.91181	2225.10
14.91250	2225.20
14.91319	2225.30
14.91389	2225.50
14.91458	2226.20
14.91528	2226.40
14.91597	2226.80
14.91667	2227.00
14.91736	2227.10
14.91806	2227.10
14.91875	2227.10
14.91944	2227.20
14.92014	2227.00
14.92083	2227.20
14.92153	2227.40
14.92222	2227.60
14.92292	2227.50
14.92361	2227.80
14.92431	2227.80
14.92500	2227.60
14.92569	2227.30
14.92639	2227.10
14.92708	2227.10
14.92778	2226.90
14.92847	2226.40
14.92917	2226.30
14.92986	2226.30
14.93056	2226.50
14.93125	2226.70
14.93194	2227.20
14.93264	2227.60
14.93333	2228.10
14.93403	2228.10
14.93472	2228.40
14.93542	2228.60
14.93611	2228.70
14.93681	2228.50
14.93750	2227.60
14.93819	2227.80
14.93889	2228.20
14.93958	2227.70
14.94028	2226.70
14.94097	2226.00
14.94167	2225.50
14.94236	2225.50
14.94306	2225.70
14.94375	2225.80
14.94444	2225.90
14.94514	2225.90
14.94583	2226.10
14.94653	2226.30
14.94722	2226.10
14.94792	2225.90
14.94861	2225.60
14.94931	2225.40
14.95000	2225.00
14.95069	2224.30
14.95139	2223.50
14.95208	2223.00
14.95278	2222.80
14.95347	2222.40
14.95417	2222.00
14.95486	2221.90
14.95556	2221.00
14.95625	2220.70
14.95694	2220.10
14.95764	2219.70
14.95833	2219.80
14.95903	2219.00
14.95972	2218.90
14.96042	2218.80
14.96111	2218.10
14.96181	2217.00
14.96250	2216.60
14.96319	2216.40
14.96389	2216.40
14.96458	2216.00
14.96528	2216.20
14.96597	2216.30
14.96667	2216.60
14.96736	2216.70
14.96806	2217.30
14.96875	2217.80
14.96944	2218.30
14.97014	2218.80
14.97083	2219.10
14.97153	2219.60
14.97222	2220.00
14.97292	2220.40
14.97361	2220.70
14.97431	2220.90
14.97500	2221.30
14.97569	2221.40
14.97639	2221.50
14.97708	2221.10
14.97778	2221.10
14.97847	2221.10
14.97917	2221.50
14.97986	2221.60
14.98056	2221.10
14.98125	2220.60
14.98194	2220.30
14.98264	2220.00
14.98333	2219.80
14.98403	2219.30
14.98472	2218.80
14.98542	2217.90
14.98611	2217.30
14.98681	2217.00
14.98750	2217.20
14.98819	2217.40
14.98889	2217.80
14.98958	2217.80
14.99028	2217.60
14.99097	2217.80
14.99167	2217.90
14.99236	2217.70
14.99306	2217.90
14.99375	2218.10
14.99444	2217.60
14.99514	2216.40
14.99583	2215.70
14.99653	2215.30
14.99722	2215.30
14.99792	2215.40
14.99861	2215.20
14.99931	2215.30
15.00000	2215.20
15.00069	2215.10
15.00139	2215.10
15.00208	2215.10
15.00278	2214.90
15.00347	2215.10
15.00417	2215.20
15.00486	2215.20
15.00556	2215.30
15.00625	2215.30
15.00694	2215.30
15.00764	2215.20
15.00833	2215.60
15.00903	2215.90
15.00972	2215.70
15.01042	2215.90
15.01111	2215.90
15.01181	2216.30
15.01250	2216.00
15.01319	2216.10
15.01389	2216.10
15.01458	2216.80
15.01528	2216.40
15.01597	2216.40
15.01667	2217.10
15.01736	2216.90
15.01806	2217.40
15.01875	2217.80
15.01944	2216.80
15.02014	2216.20
15.02083	2216.10
15.02153	2216.90
15.02222	2216.60
15.02292	2216.10
15.02361	2215.60
15.02431	2215.10
15.02500	2214.70
15.02569	2214.40
15.02639	2214.10
15.02708	2213.90
15.02778	2213.80
15.02847	2213.80
